{'评论时间': '2024-02-07 21:33:04', 'IP属地': '湖南', '评论内容': '不都是中国人吗？为什么天灾也要骂，那些传统美德都哪去了'}
{'评论时间': '2024-02-07 22:02:49', 'IP属地': '广东', '评论内容': '其实电车也好解决，下年回家时带台发电机不就完美了'}
{'评论时间': '2024-02-07 19:58:08', 'IP属地': '湖南', '评论内容': '我们是湖南高速的员工，看到这个视频热泪盈眶。今晚大年二十八，我们也在坚守，又开始下冻雨了，深夜还要配合养护人洒布融雪剂。祝大家一路平安，安全到家。'}
{'评论时间': '2024-02-07 12:45:34', 'IP属地': '云南', '评论内容': '还得是油车啊！别说什么电车省钱！有时候省的是命'}
{'评论时间': '2024-02-07 10:04:38', 'IP属地': '河北', '评论内容': '电车绝对比油车省油，只是最近天气不作美'}
{'评论时间': '2024-02-07 10:15:22', 'IP属地': '陕西', '评论内容': '预报河南大雪 河南连夜除雪，没想到雪都下给湖北了'}
{'评论时间': '2024-02-07 22:42:48', 'IP属地': '四川', '评论内容': '这么多天才6公分的冰呀、那堵了5-6天的车是一天一公分堵上去的'}
{'评论时间': '2024-02-07 22:10:39', 'IP属地': '甘肃', '评论内容': '我是湖北人，没必要玻璃心，没做到位就是没做到位，准备的不充分，多年不遇设备不全，给回家的游子们填麻烦了，我们湖北民众还是挺热心的，附近村庄群众都有送吃的送喝了，条件有限，可能吃的没那么好，大家多担待，非常时期大家少点抱怨，给了大家不好的体验，有了这次经验相信我们湖北会越做越好'}
{'评论时间': '2024-02-07 18:38:31', 'IP属地': '河北', '评论内容': '这是冻雨'}
{'评论时间': '2024-02-07 01:21:19', 'IP属地': '福建', '评论内容': '车顶最好也弄掉，不然有可能飞起来砸后车！'}
{'评论时间': '2024-02-07 10:40:57', 'IP属地': '湖南', '评论内容': '这天气冻的我老婆北方人直接要回北方过年'}
{'评论时间': '2024-02-07 23:14:02', 'IP属地': '湖北', '评论内容': '湖北现在雪和冰开始慢慢融化了，湖南现在开始了？'}
{'评论时间': '2024-02-07 11:48:20', 'IP属地': '安徽', '评论内容': '我们4号下午看天气预报说高速不好走，我们就提前出发，从赤壁到武汉再到安徽路上都没有这种情况，都不知道你们堵的走的哪条路'}
{'评论时间': '2024-02-07 05:36:08', 'IP属地': '河南', '评论内容': '能不能蔽屏北方人，北方人看了'}
{'评论时间': '2024-02-07 22:41:58', 'IP属地': '河南', '评论内容': '这个题材建议上央视春晚（南方人给北方人科普冻雨知识）'}
{'评论时间': '2024-02-07 20:08:09', 'IP属地': '江苏', '评论内容': '正能量是会传染的，为湖北人点赞'}
{'评论时间': '2024-02-07 10:48:44', 'IP属地': '江苏', '评论内容': '油车可以送油，电车送不了电啊'}
{'评论时间': '2024-02-07 14:27:39', 'IP属地': '甘肃', '评论内容': '为湖北人点赞'}
{'评论时间': '2024-02-07 07:44:43', 'IP属地': '上海', '评论内容': '电车只能在本地开，到外地还是油车实用。'}
{'评论时间': '2024-02-07 18:50:14', 'IP属地': '陕西', '评论内容': '湖北冻雨世界难题，可以写几百篇论文了'}
{'评论时间': '2024-02-07 00:20:20', 'IP属地': '北京', '评论内容': '东北的绿皮火车已经出发去了湖北'}
{'评论时间': '2024-02-07 21:03:28', 'IP属地': '黑龙江', '评论内容': '你们那的冻雨是一分钟就下那么厚的吗'}
{'评论时间': '2024-02-07 12:04:43', 'IP属地': '上海', '评论内容': '冻雨这词有误'}
{'评论时间': '2024-02-07 01:30:57', 'IP属地': '新疆', '评论内容': '为什么又是武汉'}
{'评论时间': '2024-02-07 19:47:43', 'IP属地': '黑龙江', '评论内容': '大家不要伤心，那些喷子都是国外的奸细！但凡是个正常人都知道这是天灾而非人祸！大家不要因为那些五十万而伤心'}
{'评论时间': '2024-02-07 23:58:21', 'IP属地': '河南', '评论内容': '湖北发生了什么？新闻不是说了领导都放假了吗'}
{'评论时间': '2024-02-07 17:45:51', 'IP属地': '湖北', '评论内容': '说的我一个湖北人眼泪只打转'}
{'评论时间': '2024-02-07 00:55:40', 'IP属地': '山东', '评论内容': '中国应该建飞车，解决堵车问题'}
{'评论时间': '2024-02-07 20:09:30', 'IP属地': '韩国', '评论内容': '为什么下雪前不撒盐？？？'}
{'评论时间': '2024-02-07 11:02:06', 'IP属地': '广东', '评论内容': '还是要买油车啊'}
{'评论时间': '2024-02-07 01:27:10', 'IP属地': '广西', '评论内容': '我从广东江门回陕西蒲城不敢走湖南湖北，从广西贵州重庆绕路回'}
{'评论时间': '2024-02-07 00:16:18', 'IP属地': '广东', '评论内容': '上天求求你放过困在高速上的人吧'}
{'评论时间': '2024-02-07 14:08:29', 'IP属地': '广西', '评论内容': '有一种被冰霜魔法给覆盖了一波的感觉'}
{'评论时间': '2024-02-07 14:46:31', 'IP属地': '广东', '评论内容': '为湖北人点赞'}
{'评论时间': '2024-02-07 07:53:12', 'IP属地': '湖北', '评论内容': '我从深圳回湖北宜昌 用了55个小时'}
{'评论时间': '2024-02-07 01:48:52', 'IP属地': '广东', '评论内容': '解压'}
{'评论时间': '2024-02-07 05:48:44', 'IP属地': '河南', '评论内容': '哎都是作的 谁回家不拿衣服 多穿一件不就好了'}
{'评论时间': '2024-02-07 22:50:31', 'IP属地': '黑龙江', '评论内容': '谢谢你南方人的科普，错了就是错，处理不及时就是处理不及时，跟人家大河南和大江苏学学，嘴硬就是心虚和无能的表现'}
{'评论时间': '2024-02-07 16:58:39', 'IP属地': '河北', '评论内容': '前阵子骂东北，然后又骂河北，然后河南，稍微有个事就开始网暴省份，比如前几天的奔驰车，河北被骂，现在连自然灾害都要骂湖北了，网友是没脑子还是怎么回事，思想比不上九十年代了都，又禁锢又小气'}
{'评论时间': '2024-02-07 10:11:17', 'IP属地': '四川', '评论内容': '加油啊'}
{'评论时间': '2024-02-07 11:07:55', 'IP属地': '新疆', '评论内容': '好解压啊'}
{'评论时间': '2024-02-07 08:59:45', 'IP属地': '江西', '评论内容': '为湖北人点赞，'}
{'评论时间': '2024-02-07 07:52:08', 'IP属地': '山东', '评论内容': '咱们买不起电车的穷比窃喜中'}
{'评论时间': '2024-02-07 15:41:55', 'IP属地': '河南', '评论内容': '全国人民都知道怎么回事！可人家湖北人就是这么认为的'}
{'评论时间': '2024-02-07 21:20:21', 'IP属地': '湖南', '评论内容': '吉林和黑龙江老哥率先开团，山东老哥立马闪现跟团，河南河北在看时机来决定加入哪边的阵营'}
{'评论时间': '2024-02-07 00:29:59', 'IP属地': '安徽', '评论内容': '安徽看到了！湖北加油！真的心疼'}
{'评论时间': '2024-02-07 14:26:10', 'IP属地': '河北', '评论内容': '更搞笑的是我正看着呢，我旁边一小孩依着墙也滑倒了，还是同时'}
{'评论时间': '2024-02-07 20:47:08', 'IP属地': '广西', '评论内容': '雪变这样的时候打雪仗的早散场了'}
{'评论时间': '2024-02-07 14:03:05', 'IP属地': '吉林', '评论内容': '为湖北好人点赞。'}
{'评论时间': '2024-02-07 16:57:21', 'IP属地': '山东', '评论内容': '湖北这次遭老罪了，高速堵挨骂，这通行了又被挨骂，不具备安全条件就放行'}
{'评论时间': '2024-02-07 10:09:18', 'IP属地': '湖南', '评论内容': '《一看就是雪被压实没及时铲》《这明明就是雨夹雪》《也就你们湖南人嘴硬》《死犟，明明是雪》《为什么不提前撒盐》《一看就是融雪剂没使用对》《为什么不提前把树枝剪了》《怎么不24小时轮流铲雪》《我们北方年年都有，也没看见像你们这样》欢迎补充'}
{'评论时间': '2024-02-07 20:12:57', 'IP属地': '广东', '评论内容': '借视频一用'}
{'评论时间': '2024-02-07 11:41:27', 'IP属地': '浙江', '评论内容': '等一个某地ip的为什么不提前清理，为什么不提前撒盐，'}
{'评论时间': '2024-02-07 16:14:04', 'IP属地': '吉林', '评论内容': '建议你换个雪地胎'}
{'评论时间': '2024-02-07 16:07:29', 'IP属地': '上海', '评论内容': '安全第一回家'}
{'评论时间': '2024-02-07 12:25:06', 'IP属地': '湖南', '评论内容': '你们不是说电车好吗？都出来说说有多好'}
{'评论时间': '2024-02-07 21:37:19', 'IP属地': '河南', '评论内容': '学学大河南，不怕被喷'}
{'评论时间': '2024-02-07 22:43:09', 'IP属地': '重庆', '评论内容': '真正清理的只是一部分吧'}
{'评论时间': '2024-02-07 14:34:17', 'IP属地': '湖北', '评论内容': '好像比湖北还严重呀'}
{'评论时间': '2024-02-07 21:28:26', 'IP属地': '安徽', '评论内容': '是是是，就你们湖北会下冻雨，我们都没经历过'}
{'评论时间': '2024-02-07 05:38:19', 'IP属地': '云南', '评论内容': '电车主都鄙视油车'}
{'评论时间': '2024-02-07 17:09:39', 'IP属地': '广东', '评论内容': '请问保险赔吗'}
{'评论时间': '2024-02-07 16:18:53', 'IP属地': '湖北', '评论内容': '哇你主页都是好看好玩的'}
{'评论时间': '2024-02-07 11:51:27', 'IP属地': '广西', '评论内容': '加油'}
{'评论时间': '2024-02-07 14:15:46', 'IP属地': '湖南', '评论内容': '有个办法可以解决，想出远门做事的过年别回家，想回家的不要出远门，就在家门口找份工作'}
{'评论时间': '2024-02-07 19:31:22', 'IP属地': '山西', '评论内容': '跟我们这边一样，雪下来化成水，水冻成冰，然后冰上又下雪，车压实。一般刚开始下路政就去主干道撒盐去了，所以主干道不会结冰。有些小路跟这个一模一样的'}
{'评论时间': '2024-02-07 20:25:23', 'IP属地': '江苏', '评论内容': '对对对，别人都不懂，就你们懂。这个雪针对你们湖北啊。看看隔壁河南用行动证明，不是用嘴'}
{'评论时间': '2024-02-07 10:54:11', 'IP属地': '安徽', '评论内容': '视频出省了，我是徽州的，为视频点赞评论是我能做的助力'}
{'评论时间': '2024-02-07 07:21:12', 'IP属地': '河北', '评论内容': '这真是出门就打出溜滑'}
{'评论时间': '2024-02-07 12:39:05', 'IP属地': '广西', '评论内容': '还敢买电车吗？'}
{'评论时间': '2024-02-07 04:40:55', 'IP属地': '河南', '评论内容': '像河南高速学习学习吧'}
{'评论时间': '2024-02-07 17:18:09', 'IP属地': '福建', '评论内容': '那些骂我湖北老表的，小心我召唤我朋友们网暴你'}
{'评论时间': '2024-02-07 21:23:53', 'IP属地': '江苏', '评论内容': '除雪全国还是南京，再大的雪到天亮都能保证路上无雪'}
{'评论时间': '2024-02-07 01:56:35', 'IP属地': '贵州', '评论内容': '天灾！！！对人类的警告，无论你是何官'}
{'评论时间': '2024-02-07 16:42:39', 'IP属地': '安徽', '评论内容': '看了评论，女的都想着宫寒，男的都想冰锥杀人'}
{'评论时间': '2024-02-07 12:29:23', 'IP属地': '广西', '评论内容': '那些电车军说的开空调不耗啥电嘴硬的那些咋不见了'}
{'评论时间': '2024-02-07 17:52:46', 'IP属地': '河南', '评论内容': '谢谢科普 好神奇 第一次见呢'}
{'评论时间': '2024-02-07 09:10:49', 'IP属地': '陕西', '评论内容': '别说冻雨了'}
{'评论时间': '2024-02-07 12:59:46', 'IP属地': '广西', '评论内容': '电车省油 ，油车省电。 就不用我多说买什么车了吧'}
{'评论时间': '2024-02-07 05:34:26', 'IP属地': '山东', '评论内容': '都怕你一不小心把车玻璃砸了'}
{'评论时间': '2024-02-07 23:51:12', 'IP属地': '湖南', '评论内容': '长沙已经下雪了'}
{'评论时间': '2024-02-07 19:46:31', 'IP属地': '广西', '评论内容': '加油加油，希望都平平安安的'}
{'评论时间': '2024-02-07 23:56:11', 'IP属地': '湖南', '评论内容': '冻雨，懂？下了雨掉地上就结冰，在加个大雪怎么清？骂我表，请你吃十斤冰溜子然后拉出去拿你屁股清冻雨'}
{'评论时间': '2024-02-07 11:00:04', 'IP属地': '河南', '评论内容': '事实证明就湖北的冻雨和其他地区的冻雨不同 其他地区会提前防备 湖北会事后给大家普及冻雨 '}
{'评论时间': '2024-02-07 14:12:48', 'IP属地': '湖北', '评论内容': '我们湖北的冻雨只能冻住铁皮，但冻不住火热的内心，请相信我们湖北'}
{'评论时间': '2024-02-07 04:40:23', 'IP属地': '广东', '评论内容': '电车没电，那岂不是塞上加塞'}
{'评论时间': '2024-02-07 11:29:12', 'IP属地': '河南', '评论内容': '初下是雪，第二天上冻后再下雪，持续两天不就是这样吗'}
{'评论时间': '2024-02-07 11:53:42', 'IP属地': '四川', '评论内容': '还好还好我们三号晚上经过湖北完美的错开了大雪'}
{'评论时间': '2024-02-07 23:40:32', 'IP属地': '河南', '评论内容': '一方有难，八方支援，湖北兄弟挺住啊我们来啦'}
{'评论时间': '2024-02-07 12:02:19', 'IP属地': '湖北', '评论内容': '大意了！一开始没冻，没有清理，以为跟以前一样会自己化，结果过两天冻上了'}
{'评论时间': '2024-02-07 21:22:20', 'IP属地': '湖北', '评论内容': '疫情喷武汉，今年天灾下冻雨又喷湖北'}
{'评论时间': '2024-02-07 05:00:24', 'IP属地': '四川', '评论内容': '四川看到了，湖北'}
{'评论时间': '2024-02-07 01:40:46', 'IP属地': '福建', '评论内容': '下次还有这种活找我吧！免费！就是觉得好玩'}
{'评论时间': '2024-02-07 17:01:03', 'IP属地': '北京', '评论内容': '全国人民为崔磊点赞👍👍👍'}
{'评论时间': '2024-02-07 13:12:06', 'IP属地': '内蒙古', '评论内容': '既然是电车，应该是油电混合才好。电量低时用油驱动带动发电机发电给电池充电。'}
{'评论时间': '2024-02-07 23:42:31', 'IP属地': '广东', '评论内容': '湖北怎么总感觉不是疫情就是灾情'}
{'评论时间': '2024-02-07 03:58:31', 'IP属地': '甘肃', '评论内容': '电车万岁！不动也掉电'}
{'评论时间': '2024-02-07 18:33:32', 'IP属地': '天津', '评论内容': '南方人给北方人普及什么叫冻雨 真滑稽 '}
{'评论时间': '2024-02-07 23:33:28', 'IP属地': '河北', '评论内容': '我是名河北涿州人，2020年去武汉支援，看到善良的湖北人民，谢谢你们。'}
{'评论时间': '2024-02-07 05:48:04', 'IP属地': '江苏', '评论内容': '都怨冻雨。 '}
{'评论时间': '2024-02-07 12:44:32', 'IP属地': '上海', '评论内容': '笑鼠。我知道高速会堵车，所以过年不开回去'}
{'评论时间': '2024-02-07 19:12:32', 'IP属地': '湖北', '评论内容': '一看就是湖北的竹子质量不行，下次种上北方的竹子，剪掉叶子，提前撒盐，不要让车子开到竹子上'}
{'评论时间': '2024-02-07 13:13:16', 'IP属地': '江苏', '评论内容': '我江苏的，昨天跟喷子怼了半夜告诉他们冻雨跟雨夹雪不是一个东西'}
