{'评论时间': '2024-02-09 17:01:39', 'IP属地': '安徽', '评论内容': '感动了'}
{'评论时间': '2024-02-09 01:15:39', 'IP属地': '黑龙江', '评论内容': '又不是雪能抖下来吗'}
{'评论时间': '2024-02-09 03:31:48', 'IP属地': '河南', '评论内容': '有心了'}
{'评论时间': '2024-02-09 01:46:35', 'IP属地': '河南', '评论内容': '关键湖北高速上就没清理，刚开始是雨后面不还是雪么，为啥河南在支援时候还是能清理，喔难道天气真的分省界么'}
{'评论时间': '2024-02-09 13:16:45', 'IP属地': '安徽', '评论内容': '凑一桌打麻将'}
{'评论时间': '2024-02-09 07:14:19', 'IP属地': '辽宁', '评论内容': '我过了34年第一次见过冻雨'}
{'评论时间': '2024-02-09 11:20:30', 'IP属地': '河南', '评论内容': '感谢湖北老铁给全国人民普及冻雨知识，死鸭子嘴硬'}
{'评论时间': '2024-02-09 10:50:08', 'IP属地': '山西', '评论内容': '加油'}
{'评论时间': '2024-02-09 06:16:07', 'IP属地': '湖南', '评论内容': '没开暖风'}
{'评论时间': '2024-02-09 15:03:36', 'IP属地': '甘肃', '评论内容': '冻再就是这样形成的'}
{'评论时间': '2024-02-09 06:40:26', 'IP属地': '山东', '评论内容': '主打一个字'}
{'评论时间': '2024-02-09 12:51:52', 'IP属地': '河北', '评论内容': '不愧是一个团队的'}
{'评论时间': '2024-02-09 15:02:46', 'IP属地': '湖南', '评论内容': '这就是电车的好处'}
{'评论时间': '2024-02-09 11:28:36', 'IP属地': '山东', '评论内容': '有空去东北看看，这种情况就放弃了'}
{'评论时间': '2024-02-09 06:44:31', 'IP属地': '河北', '评论内容': '确实强如牛'}
{'评论时间': '2024-02-09 15:09:07', 'IP属地': '江苏', '评论内容': '小米14'}
{'评论时间': '2024-02-09 23:26:40', 'IP属地': '江西', '评论内容': '屁股遭殃了'}
{'评论时间': '2024-02-09 15:25:02', 'IP属地': '山东', '评论内容': '他爷爷的 评论几句差点被湖北IP喷死 说我们山东建的 钱都山东挣去了 怪我们不去给他们铲雪 '}
{'评论时间': '2024-02-09 00:52:07', 'IP属地': '湖北', '评论内容': '无所谓'}
{'评论时间': '2024-02-09 13:18:17', 'IP属地': '河南', '评论内容': '水里撒点盐啊'}
{'评论时间': '2024-02-09 03:27:43', 'IP属地': '山东', '评论内容': '这特么不就是冰雹下降的时间不够吗'}
{'评论时间': '2024-02-09 20:38:05', 'IP属地': '内蒙古', '评论内容': '嗯  懂  知道冻雨了  但 6 公分是压实后的 6 公分   可想而知 没压实之前干嘛了'}
{'评论时间': '2024-02-09 18:20:17', 'IP属地': '河南', '评论内容': '竟敢在祖师爷面前班门弄斧'}
{'评论时间': '2024-02-09 07:24:09', 'IP属地': '山西', '评论内容': '还滑下去才结冰，北方的雨直接成冰根本滑不下去，看看湖北人一副没见过世面的样子'}
{'评论时间': '2024-02-09 03:35:06', 'IP属地': '福建', '评论内容': '那些骂湖南湖北的，一辈子都要为湖北人和湖南人挡灾噢'}
{'评论时间': '2024-02-09 17:04:44', 'IP属地': '湖北', '评论内容': '为什么不提前撒盐呢？是盐太贵了舍不得撒吗？'}
{'评论时间': '2024-02-09 13:10:49', 'IP属地': '湖北', '评论内容': '没提前撒盐'}
{'评论时间': '2024-02-09 20:50:22', 'IP属地': '广西', '评论内容': '可爱三个交警'}
{'评论时间': '2024-02-09 20:58:15', 'IP属地': '新疆', '评论内容': '所以为什么不能用尖头刨'}
{'评论时间': '2024-02-09 20:07:35', 'IP属地': '河南', '评论内容': '刚看到一个评论，说三天不洗碗，干了，不好洗了，说洗不掉了'}
{'评论时间': '2024-02-09 09:01:30', 'IP属地': '河南', '评论内容': '太阳出来就好了，不急'}
{'评论时间': '2024-02-09 16:07:07', 'IP属地': '广东', '评论内容': '表示没见过雪'}
{'评论时间': '2024-02-09 18:12:16', 'IP属地': '湖南', '评论内容': '湖北是冻雨，落地成大冰坨，十几米冰层，然后再覆盖一层雪，车再压实，基本上就和挖岩石层的地基一样'}
{'评论时间': '2024-02-09 20:02:40', 'IP属地': '重庆', '评论内容': '猪：还好提前被宰了，不然得摔死'}
{'评论时间': '2024-02-09 19:11:40', 'IP属地': '内蒙古', '评论内容': '我家三代人搞气象，我知道的冻雨在0度左右天气冻硬需要7个小时以上，刚下来都是冰絮，是软的'}
{'评论时间': '2024-02-09 02:40:55', 'IP属地': '江苏', '评论内容': '自己不作为不担当怪老天爷？'}
{'评论时间': '2024-02-09 13:51:42', 'IP属地': '江西', '评论内容': '盐王爷马上就要来了'}
{'评论时间': '2024-02-09 10:31:42', 'IP属地': '甘肃', '评论内容': '事实证明不是我不注意行车安全'}
{'评论时间': '2024-02-09 02:34:26', 'IP属地': '江西', '评论内容': '隔着屏幕都感觉到疼'}
{'评论时间': '2024-02-09 00:12:41', 'IP属地': '辽宁', '评论内容': '你在侮辱滴水成冰这个词'}
{'评论时间': '2024-02-09 13:27:57', 'IP属地': '湖北', '评论内容': '为什么鄂鄂被骂了这么多年他们还在骂呢'}
{'评论时间': '2024-02-09 10:31:35', 'IP属地': '山东', '评论内容': '越洗越黑'}
{'评论时间': '2024-02-09 20:43:08', 'IP属地': '湖北', '评论内容': '湖北加油'}
{'评论时间': '2024-02-09 21:33:43', 'IP属地': '湖北', '评论内容': '我操差点摔死了'}
{'评论时间': '2024-02-09 08:17:32', 'IP属地': '安徽', '评论内容': '全国那么多地下雨下雪，就只有湖北下的是冻雨'}
{'评论时间': '2024-02-09 11:35:32', 'IP属地': '吉林', '评论内容': '如果在下雪的过程中就干，是不是不用这麻烦呢'}
{'评论时间': '2024-02-09 09:06:43', 'IP属地': '湖北', '评论内容': '“像过去一样”'}
{'评论时间': '2024-02-09 10:21:39', 'IP属地': '山东', '评论内容': '就服发这种视频的，自己不懂还说人家不懂'}
{'评论时间': '2024-02-09 22:17:48', 'IP属地': '江西', '评论内容': '这不是我们湖北的妹子，绝地不是'}
{'评论时间': '2024-02-09 09:53:58', 'IP属地': '河南', '评论内容': '鄂鄂不怕，豫豫抱抱'}
{'评论时间': '2024-02-09 06:47:31', 'IP属地': '江苏', '评论内容': '东北人都怎么过的'}
{'评论时间': '2024-02-09 20:02:31', 'IP属地': '湖北', '评论内容': '我也是湖北的'}
{'评论时间': '2024-02-09 11:21:29', 'IP属地': '黑龙江', '评论内容': '我一黑龙江人见了都开眼了'}
{'评论时间': '2024-02-09 12:02:57', 'IP属地': '四川', '评论内容': '麻烦湖北的朋友别科普冻雨了，看看你们本地程力集团是干啥的'}
{'评论时间': '2024-02-09 16:16:58', 'IP属地': '广东', '评论内容': '因为冻雨 今年没回湖北'}
{'评论时间': '2024-02-09 12:56:22', 'IP属地': '江苏', '评论内容': '其他地方雪大了也会压垮树枝'}
{'评论时间': '2024-02-09 09:26:26', 'IP属地': '湖南', '评论内容': '有些人就是身在福中不知福'}
{'评论时间': '2024-02-09 00:04:30', 'IP属地': '湖北', '评论内容': '不要说是冻雨，这是车压实了的，脚踩了的'}
{'评论时间': '2024-02-09 07:58:06', 'IP属地': '河南', '评论内容': '还在洗啊'}
{'评论时间': '2024-02-09 07:23:45', 'IP属地': '江苏', '评论内容': '有些下的小的地方，盐都比雪多'}
{'评论时间': '2024-02-09 02:12:09', 'IP属地': '广西', '评论内容': '湖北省不是北方的吗？'}
{'评论时间': '2024-02-09 00:30:34', 'IP属地': '江苏', '评论内容': '好了知道了'}
{'评论时间': '2024-02-09 00:50:52', 'IP属地': '湖北', '评论内容': '这油漆好看'}
{'评论时间': '2024-02-09 20:13:05', 'IP属地': '湖北', '评论内容': '啊对对对，我前两天去玩雪，一头扎进了一个冰窟窿里，痛死我了。'}
{'评论时间': '2024-02-09 02:40:19', 'IP属地': '河南', '评论内容': '真是好为人师呀'}
{'评论时间': '2024-02-09 01:07:34', 'IP属地': '上海', '评论内容': '为什么这种视频下冷嘲热讽的大都是北方城市和河南的IP最多'}
{'评论时间': '2024-02-09 10:10:03', 'IP属地': '湖北', '评论内容': '你还好 我是直接连高铁都没上去'}
{'评论时间': '2024-02-09 01:31:16', 'IP属地': '山西', '评论内容': '人间大爱'}
{'评论时间': '2024-02-09 00:04:08', 'IP属地': '山东', '评论内容': '湖北的雪只能人工除，机械设备和融雪剂都冻住了'}
{'评论时间': '2024-02-09 01:34:03', 'IP属地': '山东', '评论内容': '还在科普啊 搞的北方人没见过似的 哪年没下啊'}
{'评论时间': '2024-02-09 13:23:03', 'IP属地': '湖北', '评论内容': '起码不用掐菜了 摔一摔直接冲水炒'}
{'评论时间': '2024-02-09 21:30:15', 'IP属地': '广东', '评论内容': '上面冻住的小动物是什么？是啥动物？我没看出来'}
{'评论时间': '2024-02-09 18:20:08', 'IP属地': '吉林', '评论内容': '也不知道是哪个傻逼设计的'}
{'评论时间': '2024-02-09 23:31:39', 'IP属地': '湖北', '评论内容': '湖北下的雪是这样的'}
{'评论时间': '2024-02-09 00:36:45', 'IP属地': '陕西', '评论内容': '雪中自有颜如玉'}
{'评论时间': '2024-02-09 01:00:58', 'IP属地': '河北', '评论内容': '农作物受灾严重啊'}
{'评论时间': '2024-02-09 09:19:41', 'IP属地': '广东', '评论内容': '明年春节到来，先把树枝剪个光这样就不会压断了'}
{'评论时间': '2024-02-09 14:30:52', 'IP属地': '广东', '评论内容': '要配合一下'}
{'评论时间': '2024-02-09 11:17:26', 'IP属地': '江西', '评论内容': '是哪个脑子需要看看的人，或者神经出问题的人，骂湖北老表，过来，我给你治治，看看是不是没救了'}
{'评论时间': '2024-02-09 12:52:02', 'IP属地': '江苏', '评论内容': '希望大家早点回家过年，我在江苏祝大家新年快乐 '}
{'评论时间': '2024-02-09 06:18:12', 'IP属地': '河南', '评论内容': '一个地下车位，完美解决'}
{'评论时间': '2024-02-09 02:18:57', 'IP属地': '河北', '评论内容': '武汉又火了'}
{'评论时间': '2024-02-09 16:09:46', 'IP属地': '上海', '评论内容': '事实就是栏杆那不是雪吗 还是说栏杆和马路路面分开下的'}
{'评论时间': '2024-02-09 14:13:44', 'IP属地': '河南', '评论内容': '雪梅'}
{'评论时间': '2024-02-09 08:42:03', 'IP属地': '四川', '评论内容': '我感觉你是在吓我'}
{'评论时间': '2024-02-09 10:26:12', 'IP属地': '浙江', '评论内容': '问题不大我等下把地球加热下'}
{'评论时间': '2024-02-09 12:03:07', 'IP属地': '福建', '评论内容': '湖南就不是冻雨吗？人家跟进处理的怎样？'}
{'评论时间': '2024-02-09 01:53:37', 'IP属地': '北京', '评论内容': '你说话好像那个鲨鱼'}
{'评论时间': '2024-02-09 00:42:12', 'IP属地': '内蒙古', '评论内容': '对不起警察叔叔，我笑了'}
{'评论时间': '2024-02-09 11:14:45', 'IP属地': '河南', '评论内容': '雨刷及时刮一下，不然容易冻住'}
{'评论时间': '2024-02-09 10:44:00', 'IP属地': '辽宁', '评论内容': '一个诸葛亮顶三个臭皮匠'}
{'评论时间': '2024-02-09 11:27:55', 'IP属地': '湖北', '评论内容': '没经验就是没经验，南方人跟北方人谈冻雨。搞笑'}
{'评论时间': '2024-02-09 10:43:16', 'IP属地': '福建', '评论内容': '要不让我来吧。'}
{'评论时间': '2024-02-09 05:23:22', 'IP属地': '河北', '评论内容': '各位好好发挥，我是真懒得喷了'}
{'评论时间': '2024-02-09 05:57:09', 'IP属地': '江苏', '评论内容': '没见过'}
{'评论时间': '2024-02-09 00:03:28', 'IP属地': '山西', '评论内容': '有了皮肤就是好，没有爆装备'}
{'评论时间': '2024-02-09 02:55:33', 'IP属地': '江苏', '评论内容': '铁路工人结束休假'}
{'评论时间': '2024-02-09 02:09:27', 'IP属地': '天津', '评论内容': '政府门口则么那么干净'}
{'评论时间': '2024-02-09 07:50:30', 'IP属地': '广东', '评论内容': '好人一生平安'}
{'评论时间': '2024-02-09 00:09:55', 'IP属地': '广东', '评论内容': '这个浇法，不成冰山了，还有人能活着吗'}
{'评论时间': '2024-02-09 11:45:32', 'IP属地': '湖北', '评论内容': '看见你的话语我激动的流泪！谢谢你为我们湖北发声'}
{'评论时间': '2024-02-09 09:05:03', 'IP属地': '江西', '评论内容': '这回没有谁再说湖北人那啥了吧'}
{'评论时间': '2024-02-09 00:22:48', 'IP属地': '湖北', '评论内容': '俺也一样'}
{'评论时间': '2024-02-09 14:55:46', 'IP属地': '辽宁', '评论内容': '评论区的外地人都撤吧  留湖北人自己玩吧  路你们又不走 跟着操什么心呢  他们那嘴比冰还硬呢'}
{'评论时间': '2024-02-09 07:37:22', 'IP属地': '江苏', '评论内容': '给我们科普冰雨'}
{'评论时间': '2024-02-09 13:11:21', 'IP属地': '湖北', '评论内容': '这车防盗等级该提升两个等级'}
{'评论时间': '2024-02-09 11:26:35', 'IP属地': '贵州', '评论内容': '太可爱了'}
{'评论时间': '2024-02-09 12:01:17', 'IP属地': '山东', '评论内容': '又刷到了科教频道'}
{'评论时间': '2024-02-09 09:57:19', 'IP属地': '重庆', '评论内容': '看来刘德华没骗我们'}
{'评论时间': '2024-02-09 08:22:16', 'IP属地': '四川', '评论内容': '一看就会发现大哥是个会过日子的人，别人的怎么没有啦？'}
{'评论时间': '2024-02-09 03:14:44', 'IP属地': '新疆', '评论内容': '哈哈哈，真的犟啊'}
{'评论时间': '2024-02-09 05:22:05', 'IP属地': '江西', '评论内容': '铲车身，怕你铲到大动脉。铲玻璃，更怕'}
{'评论时间': '2024-02-09 16:37:38', 'IP属地': '辽宁', '评论内容': '这个没看过，梦生的吧'}
{'评论时间': '2024-02-09 07:52:17', 'IP属地': '山西', '评论内容': '啧 这么好的车没买车库啊'}
{'评论时间': '2024-02-09 00:06:28', 'IP属地': '山东', '评论内容': '冻雨好可怕'}
{'评论时间': '2024-02-09 16:34:32', 'IP属地': '湖北', '评论内容': '学校食堂都压没了'}
{'评论时间': '2024-02-09 09:09:25', 'IP属地': '江苏', '评论内容': '总之一句话，在江苏无论大人小孩都别想偷懒'}
{'评论时间': '2024-02-09 23:33:13', 'IP属地': '湖北', '评论内容': '反人类设计'}
{'评论时间': '2024-02-09 10:34:44', 'IP属地': '四川', '评论内容': '我没忍住'}
{'评论时间': '2024-02-09 10:41:48', 'IP属地': '北京', '评论内容': '不是手机APp就可以着车吗？'}
{'评论时间': '2024-02-09 07:01:38', 'IP属地': '山东', '评论内容': '北方对这种天气见多了，所以有完善的设备跟应急办法，湖北这种天气经历的少，没经验，这有啥可以犟的'}
{'评论时间': '2024-02-09 10:00:15', 'IP属地': '陕西', '评论内容': '陕西人给湖北人点赞'}
{'评论时间': '2024-02-09 00:10:06', 'IP属地': '江苏', '评论内容': '英雄无处不在'}
{'评论时间': '2024-02-09 13:50:18', 'IP属地': '河南', '评论内容': '别弄了，坚持几天就化了，北方一米多的雪门口都看不到'}
{'评论时间': '2024-02-09 13:05:34', 'IP属地': '江苏', '评论内容': '关键这个冻雨下在大马路跟高速上了，人家门口小院没有下'}
{'评论时间': '2024-02-09 21:09:21', 'IP属地': '重庆', '评论内容': '这还是冰冻住了，要是发生侧面碰撞，就别想打开门了'}
{'评论时间': '2024-02-09 01:42:02', 'IP属地': '广东', '评论内容': '感动的落泪'}
