{'评论时间': '2024-02-03 22:47:23', 'IP属地': '湖北', '评论内容': '谁懂啊，东西湖又又又下冻雨了。'}
{'评论时间': '2024-02-03 14:18:48', 'IP属地': '辽宁', '评论内容': '在沈阳第一场雪我眼看着前面那车把手开不了  不开车 走了'}
{'评论时间': '2024-02-03 22:05:17', 'IP属地': '湖北', '评论内容': '这下体验到湖北高冷了吧'}
{'评论时间': '2024-02-03 16:24:28', 'IP属地': '江苏', '评论内容': '反人类设计'}
{'评论时间': '2024-02-03 22:47:29', 'IP属地': '湖北', '评论内容': '今天车子都停运了，下的冻雨噼里啪啦的'}
{'评论时间': '2024-02-03 21:45:12', 'IP属地': '广东', '评论内容': '晚点算好的，我的直接取消了'}
{'评论时间': '2024-02-03 23:34:43', 'IP属地': '湖北', '评论内容': '不知道的还以为东北呢'}
{'评论时间': '2024-02-03 22:44:53', 'IP属地': '江苏', '评论内容': '北方不适合电动汽车'}
{'评论时间': '2024-02-03 23:26:46', 'IP属地': '四川', '评论内容': '设计缺陷，实在不行烧壶开水浇上烫一下'}
{'评论时间': '2024-02-03 22:00:32', 'IP属地': '广东', '评论内容': '别喷，其他车门同样打不开'}
{'评论时间': '2024-02-03 10:12:38', 'IP属地': '湖北', '评论内容': '武汉人第一次见到冻雨'}
{'评论时间': '2024-02-03 12:21:09', 'IP属地': '湖北', '评论内容': '木兰湖的冻雨'}
{'评论时间': '2024-02-03 10:20:02', 'IP属地': '贵州', '评论内容': '贵州对冻雨  已经见怪不怪了'}
{'评论时间': '2024-02-03 22:21:46', 'IP属地': '湖北', '评论内容': '冷冷的冻雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 09:25:43', 'IP属地': '湖北', '评论内容': '下冻雨比下雪还冷'}
{'评论时间': '2024-02-03 23:58:04', 'IP属地': '湖北', '评论内容': '冻雨这两个字还是很好理解的吧，冻雨，什么叫冻雨，这个要怎么跟你解释什么叫冻雨呢，冻住的雨叫冻雨'}
{'评论时间': '2024-02-03 19:21:10', 'IP属地': '广东', '评论内容': '我深圳回武汉的车取消了'}
{'评论时间': '2024-02-03 19:24:21', 'IP属地': '广西', '评论内容': '隐藏得真好'}
{'评论时间': '2024-02-03 20:09:32', 'IP属地': '江苏', '评论内容': '一壶开水'}
{'评论时间': '2024-02-03 19:48:14', 'IP属地': '广东', '评论内容': '这明着隐藏'}
{'评论时间': '2024-02-03 09:52:07', 'IP属地': '湖北', '评论内容': '本山西人也第一次感受这个冻雨'}
{'评论时间': '2024-02-03 08:21:18', 'IP属地': '湖北', '评论内容': '令杠字，湖北天门'}
{'评论时间': '2024-02-03 10:10:33', 'IP属地': '湖北', '评论内容': '湖北叫涟珠子'}
{'评论时间': '2024-02-03 19:11:35', 'IP属地': '湖北', '评论内容': '跟你一样，我车子把手也这样冻住了'}
{'评论时间': '2024-02-03 12:16:01', 'IP属地': '广东', '评论内容': '嘶，我是捅了武汉的老巢吗'}
{'评论时间': '2024-02-03 18:41:54', 'IP属地': '重庆', '评论内容': '这样的把手会越来越多的'}
{'评论时间': '2024-02-03 23:30:28', 'IP属地': '江苏', '评论内容': '一般遇到这样的天气，我都是不关门的'}
{'评论时间': '2024-02-03 21:17:21', 'IP属地': '河南', '评论内容': '高级的隐藏门把手就是反人类的设计'}
{'评论时间': '2024-02-03 23:47:36', 'IP属地': '海南', '评论内容': '小便吱一下就行了，这车太高科技了'}
{'评论时间': '2024-02-03 15:14:03', 'IP属地': '湖北', '评论内容': '一直说湖北高冷，这下体会到湖北的热情了吧'}
{'评论时间': '2024-02-03 20:41:10', 'IP属地': '湖北', '评论内容': '明天十点的票回长沙'}
{'评论时间': '2024-02-03 19:01:08', 'IP属地': '四川', '评论内容': '高级产品'}
{'评论时间': '2024-02-03 21:13:44', 'IP属地': '重庆', '评论内容': '本来准备买荣威，结果荣威全系这种车门，当时都pass掉了，现在看来真是自己有先见之明。'}
{'评论时间': '2024-02-03 18:51:17', 'IP属地': '湖北', '评论内容': '高科技满满的，倍有面，别敲坏了'}
{'评论时间': '2024-02-03 18:13:31', 'IP属地': '湖北', '评论内容': '别喷了，湖北下冻雨，我的车不是隐藏车把手，也打不开'}
{'评论时间': '2024-02-03 07:15:27', 'IP属地': '湖南', '评论内容': '前轱辘不转后轱辘转思密达！'}
{'评论时间': '2024-02-03 20:55:54', 'IP属地': '湖北', '评论内容': '好好好你这样说那我就不出门了'}
{'评论时间': '2024-02-03 08:19:36', 'IP属地': '湖北', '评论内容': '这下还没有人说咱湖北是南方了吧，湖北湖北就是北方谁特么再说湖北是南方小心跟上次网上那喷子一样现在还躺医院🏥呢'}
{'评论时间': '2024-02-03 09:20:54', 'IP属地': '湖北', '评论内容': '哇！武汉真好“高冷”'}
{'评论时间': '2024-02-03 12:31:43', 'IP属地': '河南', '评论内容': '汽车也学会太空步了？'}
{'评论时间': '2024-02-03 23:38:45', 'IP属地': '湖北', '评论内容': '来武汉的，千万别在树下走'}
{'评论时间': '2024-02-03 22:50:07', 'IP属地': '上海', '评论内容': '被你逗乐了， 南方你见不着 北方你见不着 嘿 湖北你见着啦 '}
{'评论时间': '2024-02-03 20:42:55', 'IP属地': '山西', '评论内容': '用暖宝宝，在不用热水装袋子里烫，不要用热水浇啊，要不开了以后动的更狠了'}
{'评论时间': '2024-02-03 21:19:02', 'IP属地': '浙江', '评论内容': '这个真的是脑残的设计'}
{'评论时间': '2024-02-03 13:05:53', 'IP属地': '湖北', '评论内容': '现在下雪啦哈哈哈'}
{'评论时间': '2024-02-03 18:30:21', 'IP属地': '湖北', '评论内容': '咱们武汉的人非常热情，老天爷舍不得来自各地的朋友，让你们多呆一会'}
{'评论时间': '2024-02-03 10:01:59', 'IP属地': '湖北', '评论内容': '这就是华仔口中冷冷的冰雨么'}
{'评论时间': '2024-02-03 22:27:43', 'IP属地': '内蒙古', '评论内容': '这个车设计的确实不错'}
{'评论时间': '2024-02-03 18:22:54', 'IP属地': '湖北', '评论内容': '今天下雪，还给我女儿手腕严重扭伤'}
{'评论时间': '2024-02-03 20:48:16', 'IP属地': '云南', '评论内容': '烧壶开水，一下搞定'}
{'评论时间': '2024-02-03 22:35:21', 'IP属地': '湖北', '评论内容': '原理是上暖下冷的逆温层导致逆温层除了雨，冰粒子，冻雨还有各种东西。。过程是高空冷气层的冷空气结成雪经过暖气层化成水在经过低空冷气层（冷空气）变成低于0度但不结冰的冷水滴，冷水滴掉到低于0度地面 道路树木电力设备会迅速结冰，这就是冻雨。'}
{'评论时间': '2024-02-03 10:37:36', 'IP属地': '陕西', '评论内容': '我们叫汽车馅儿的冰糖葫芦'}
{'评论时间': '2024-02-03 04:39:36', 'IP属地': '湖南', '评论内容': '欢迎北方的朋友们来湖北体验南方的魔法攻击'}
{'评论时间': '2024-02-03 18:50:21', 'IP属地': '湖南', '评论内容': '先远程启动热车，再开试试'}
{'评论时间': '2024-02-03 21:35:34', 'IP属地': '湖北', '评论内容': '明天早上7点多的车'}
{'评论时间': '2024-02-03 19:45:31', 'IP属地': '河南', '评论内容': '难道都没有车库'}
{'评论时间': '2024-02-03 19:37:26', 'IP属地': '四川', '评论内容': '没见过这种把手'}
{'评论时间': '2024-02-03 19:02:16', 'IP属地': '浙江', '评论内容': '一泡尿渍过去就完美解决了'}
{'评论时间': '2024-02-03 11:45:40', 'IP属地': '湖北', '评论内容': '冻雨好漂亮。。。'}
{'评论时间': '2024-02-03 19:39:27', 'IP属地': '河南', '评论内容': '你武汉的'}
{'评论时间': '2024-02-03 20:10:25', 'IP属地': '辽宁', '评论内容': '这车门子这真防盗'}
{'评论时间': '2024-02-03 18:02:26', 'IP属地': '湖北', '评论内容': '这个天气出行注意安全'}
{'评论时间': '2024-02-03 19:07:55', 'IP属地': '河南', '评论内容': '啥叫冻雨'}
{'评论时间': '2024-02-03 20:52:51', 'IP属地': '湖北', '评论内容': '早上打开窗户看见一片白兴奋的跑下去准备堆雪人，结果发现冻得梆硬扣都扣不下来'}
{'评论时间': '2024-02-03 10:03:37', 'IP属地': '湖北', '评论内容': '武汉人说的脏话就叫武汉话'}
{'评论时间': '2024-02-03 11:42:10', 'IP属地': '湖北', '评论内容': '湖北人也是头一回领教冻雨'}
{'评论时间': '2024-02-03 18:26:34', 'IP属地': '广东', '评论内容': '这高级货，开门必须锤几下'}
{'评论时间': '2024-02-03 10:12:31', 'IP属地': '湖北', '评论内容': '早上湖北的伢，是不是没有地下停车库的都这样'}
{'评论时间': '2024-02-03 15:17:34', 'IP属地': '湖北', '评论内容': '回去干嘛，留在武汉过个年'}
{'评论时间': '2024-02-03 21:42:54', 'IP属地': '江苏', '评论内容': '热水浇一下就解决了，搞这么复杂'}
{'评论时间': '2024-02-03 13:00:41', 'IP属地': '湖北', '评论内容': '我车门都开不了'}
{'评论时间': '2024-02-03 04:25:04', 'IP属地': '福建', '评论内容': '这应该也算湖北的特产。'}
{'评论时间': '2024-02-03 23:19:38', 'IP属地': '湖北', '评论内容': '我现在下单买的新年挂件，和对联大年三十能到吗，估计明天武汉高速要封了'}
{'评论时间': '2024-02-03 14:24:49', 'IP属地': '湖北', '评论内容': '难搞哦，还以为只有汉口站晚点停了，武汉也这样'}
{'评论时间': '2024-02-03 20:40:15', 'IP属地': '湖北', '评论内容': '这个把手就是脱裤子放屁，多此一举，现在知道厉害了吧'}
{'评论时间': '2024-02-03 14:52:10', 'IP属地': '湖北', '评论内容': '我今晚7点的高铁，估计悬'}
{'评论时间': '2024-02-03 22:20:10', 'IP属地': '贵州', '评论内容': '科技感设计满满的'}
{'评论时间': '2024-02-03 23:31:37', 'IP属地': '湖北', '评论内容': '为啥不随身带瓶开水呢'}
{'评论时间': '2024-02-03 09:36:47', 'IP属地': '广东', '评论内容': '湖北地处中原偏南位置不南不北才会下冻雨！'}
{'评论时间': '2024-02-03 23:36:41', 'IP属地': '湖北', '评论内容': '整个湖北都下雪了就黄冈没有'}
{'评论时间': '2024-02-03 21:24:57', 'IP属地': '江苏', '评论内容': '不知道设计这种隐藏门把手的意义何在'}
{'评论时间': '2024-02-03 22:10:56', 'IP属地': '云南', '评论内容': '设计师可能没想到买得起这个车的人会没有车库啊'}
{'评论时间': '2024-02-03 21:30:09', 'IP属地': '甘肃', '评论内容': '开水伺候'}
{'评论时间': '2024-02-03 21:53:30', 'IP属地': '湖南', '评论内容': '高科技在大自然面前啥也不是。'}
{'评论时间': '2024-02-03 20:05:40', 'IP属地': '湖北', '评论内容': '我们堵在G50高速管的人都没有'}
{'评论时间': '2024-02-03 13:19:47', 'IP属地': '福建', '评论内容': '所以这个设计'}
{'评论时间': '2024-02-03 10:27:00', 'IP属地': '湖北', '评论内容': '下令。湖北方言'}
{'评论时间': '2024-02-03 20:16:09', 'IP属地': '河南', '评论内容': '这把手挺安全呀   不信你看小偷都打不开'}
{'评论时间': '2024-02-03 00:46:22', 'IP属地': '湖南', '评论内容': '湖北网友上个月"嗯"多了，所以高冷'}
{'评论时间': '2024-02-03 01:18:45', 'IP属地': '湖北', '评论内容': '湖北人好冷！天气也好冷，免得保护做到位了'}
{'评论时间': '2024-02-03 23:59:39', 'IP属地': '湖北', '评论内容': '湖北今晚下雪了'}
{'评论时间': '2024-02-03 22:34:07', 'IP属地': '浙江', '评论内容': '还是得某米发明的半隐藏式门把手'}
{'评论时间': '2024-02-03 20:00:56', 'IP属地': '四川', '评论内容': '玩的就是高科技，只是不防冻'}
{'评论时间': '2024-02-03 23:18:31', 'IP属地': '湖北', '评论内容': '我今天在武汉开车，高速上有没有融化的冰，在高速上玩了把漂移，万幸没事，吓死我了'}
{'评论时间': '2024-02-03 20:22:59', 'IP属地': '广西', '评论内容': '高级的国产电动车'}
{'评论时间': '2024-02-03 13:17:37', 'IP属地': '甘肃', '评论内容': '来些37℃的热水就好了'}
{'评论时间': '2024-02-03 09:17:35', 'IP属地': '湖北', '评论内容': '我在武汉 真冷啊 作为北方人第一次看到冻雨'}
{'评论时间': '2024-02-03 18:35:50', 'IP属地': '上海', '评论内容': '没有小米的隐藏式门把手好吧'}
{'评论时间': '2024-02-03 09:58:19', 'IP属地': '河南', '评论内容': '前轱辘转后轱辘不转的思密达'}
{'评论时间': '2024-02-03 18:37:10', 'IP属地': '河北', '评论内容': '隐藏式门把手设计的初衷是用于跑车上降低风阻的。可能设计的时候也没想过开跑车的人居然没有车库吧'}
{'评论时间': '2024-02-03 23:05:44', 'IP属地': '广东', '评论内容': '还好我是做飞机回四川，不用再途径武汉了'}
{'评论时间': '2024-02-03 16:29:37', 'IP属地': '湖北', '评论内容': '今天晚上暴雪'}
{'评论时间': '2024-02-03 19:14:21', 'IP属地': '四川', '评论内容': '以后出门必须带开水'}
{'评论时间': '2024-02-03 22:27:53', 'IP属地': '湖北', '评论内容': '加油，5号武汉到郑州，希望不停运'}
{'评论时间': '2024-02-03 22:10:45', 'IP属地': '陕西', '评论内容': '高速上你们准备除雪吗？'}
{'评论时间': '2024-02-03 22:23:13', 'IP属地': '湖南', '评论内容': '汉口到荆州还有没有希望'}
{'评论时间': '2024-02-03 13:52:15', 'IP属地': '湖北', '评论内容': '今天出来的车如果是干净滴，就是有车库滴……'}
{'评论时间': '2024-02-03 22:16:59', 'IP属地': '青海', '评论内容': '要是早十年我能帮你把四个车门全打开，现在不行了尿不了这么高'}
{'评论时间': '2024-02-03 14:44:13', 'IP属地': '广东', '评论内容': '不知道那个高人设计的这种把手'}
{'评论时间': '2024-02-03 18:57:04', 'IP属地': '湖北', '评论内容': '如此美感的设计，是让你欣赏观看的不是让你动武的，否则设计这把手的设计师会死不瞑目的'}
{'评论时间': '2024-02-03 09:30:17', 'IP属地': '湖北', '评论内容': '湖北咸宁人令冰吊'}
{'评论时间': '2024-02-03 23:44:53', 'IP属地': '湖北', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 14:53:06', 'IP属地': '湖北', '评论内容': '国家应该提倡原地过年，反正三十还要上班'}
{'评论时间': '2024-02-03 09:53:08', 'IP属地': '湖北', '评论内容': '我们湖北人也没咋见过冻雨'}
{'评论时间': '2024-02-03 23:45:27', 'IP属地': '湖北', '评论内容': '日6号的高铁可别停啊'}
{'评论时间': '2024-02-03 20:16:12', 'IP属地': '陕西', '评论内容': '设计缺陷'}
{'评论时间': '2024-02-03 14:57:04', 'IP属地': '湖北', '评论内容': '再不要说湖北人高冷了。老天爷都生气了。留你们体验一下什么是高冷的之味。'}
{'评论时间': '2024-02-03 09:20:19', 'IP属地': '湖北', '评论内容': '你们武汉'}
{'评论时间': '2024-02-03 08:29:31', 'IP属地': '湖北', '评论内容': '湖北人叫油光凌'}
{'评论时间': '2024-02-03 13:38:10', 'IP属地': '湖北', '评论内容': '荆州话 另钩子'}
{'评论时间': '2024-02-03 12:57:28', 'IP属地': '湖北', '评论内容': '第一天的冻雨，第二天的雪，'}
{'评论时间': '2024-02-03 12:17:46', 'IP属地': '湖北', '评论内容': '湖北人今年的高冷，是真的好冷'}
{'评论时间': '2024-02-03 22:01:48', 'IP属地': '江西', '评论内容': '是哪个傻叉设计的'}
{'评论时间': '2024-02-03 23:52:34', 'IP属地': '湖北', '评论内容': '希望我老公明天回来顺顺利利'}
{'评论时间': '2024-02-03 19:14:34', 'IP属地': '湖北', '评论内容': '尿点热水都化了'}
