{'评论时间': '2024-02-04 18:54:49', 'IP属地': '安徽', '评论内容': '致敬武汉融雪除冰人，你们辛苦了！'}
{'评论时间': '2024-02-04 23:07:20', 'IP属地': '湖北', '评论内容': '湖北是下冻雨加雪，不是单纯的下雪，单纯的下雪铲雪很容易的，冻雨加雪就不是，回家试试冰箱里面冰霜好不好除就知道了，高速上的冰更硬'}
{'评论时间': '2024-02-04 21:56:37', 'IP属地': '湖北', '评论内容': '冻雨完了下的雪！铲雪就是抛光，打蜡！南方湿度大，跟北方直接下雪不一样！尤其是我们湖北的平原，空气中恨不得抓住水来！'}
{'评论时间': '2024-02-04 22:45:32', 'IP属地': '内蒙古', '评论内容': '多灾多难的武汉'}
{'评论时间': '2024-02-04 12:18:04', 'IP属地': '湖北', '评论内容': '湖北潜江'}
{'评论时间': '2024-02-04 23:21:28', 'IP属地': '河南', '评论内容': '作为湖北人用刚学到的知识给大家科普一下为什么冻雨会影响铁路，因为高铁都是用那个啥受电弓搭在输电线路上供电才可以走的，冻雨落下来就结冰相当于在输电电线外裹了一层冰，那就会影响高铁供电，所以就走不了啦'}
{'评论时间': '2024-02-04 16:39:05', 'IP属地': '广东', '评论内容': '只记得08年有奥运会，汶川地震，原来还有个冻雨'}
{'评论时间': '2024-02-04 17:50:00', 'IP属地': '江苏', '评论内容': '江苏铁铁支持湖北老铁，不准骂湖北老铁'}
{'评论时间': '2024-02-04 17:00:09', 'IP属地': '湖北', '评论内容': '只能说工作人员很辛苦了已经 我寒假工当保洁 我们主管都一连两天没怎么合眼连轴转了 都不敢想清理轨道的工作人员得有多辛苦 还有是因为下雪和冻雨的原因才不能发车 我们也想让你们回家 能正常发车 即使着急也别乱骂啊 你们着急工作人员也着急啊 湖北高铁站基本瘫痪 你们起一大早等车 结果车晚点 所以你们生气不开心 工作人员其实起的更早 比你们等的时间更久 所以别骂工作人员 都互相体谅一下行不行'}
{'评论时间': '2024-02-04 00:51:36', 'IP属地': '湖南', '评论内容': '湖南也是'}
{'评论时间': '2024-02-04 18:51:32', 'IP属地': '湖南', '评论内容': '湖南也是啊'}
{'评论时间': '2024-02-04 22:21:40', 'IP属地': '湖南', '评论内容': '鄂啊，湘湘这也是冻雨，我们一起扛'}
{'评论时间': '2024-02-04 21:12:42', 'IP属地': '湖北', '评论内容': '好家伙，都给我们湖北一顿骂呢。骂呗，这都是小场面，口罩那几年被全世界骂我们也抗住了，解释？从来不解释，你开心就好。从来不带怂的。希望各位旅途愉快。'}
{'评论时间': '2024-02-04 22:20:11', 'IP属地': '湖南', '评论内容': '湖南也是'}
{'评论时间': '2024-02-04 20:57:44', 'IP属地': '天津', '评论内容': '天灾跟地域无关出生们'}
{'评论时间': '2024-02-04 18:54:15', 'IP属地': '河南', '评论内容': '没错，不管是雪还是冻雨都是天灾，大家都很努力在维持交通秩序，都是为了能够平安，任何引战的人都是汉奸'}
{'评论时间': '2024-02-04 17:47:07', 'IP属地': '湖北', '评论内容': '什么是冻雨，我回来走在路上那个雨，不对不是雨，雪籽籽，你可以理解为小弹珠从天上倾盆而下'}
{'评论时间': '2024-02-04 21:27:38', 'IP属地': '云南', '评论内容': '冻雨把车砸坏了，保险赔不赔呀（实在是不懂'}
{'评论时间': '2024-02-04 17:32:05', 'IP属地': '湖北', '评论内容': '今天在路上就差点被砸了'}
{'评论时间': '2024-02-04 19:23:10', 'IP属地': '四川', '评论内容': '把票退了还能买到过年前的票吗'}
{'评论时间': '2024-02-04 17:35:46', 'IP属地': '河南', '评论内容': '我就在这儿站着 看谁敢骂我大湖北 反正我没素质 有时间'}
{'评论时间': '2024-02-04 19:40:39', 'IP属地': '河南', '评论内容': '天杀的，这天灾能赖人家湖北么'}
{'评论时间': '2024-02-04 11:11:18', 'IP属地': '湖北', '评论内容': '把铁路清一清，现在在动车上走不动'}
{'评论时间': '2024-02-04 09:51:16', 'IP属地': '上海', '评论内容': '十天高速能不能除除雪 想回家啊'}
{'评论时间': '2024-02-04 03:26:09', 'IP属地': '湖北', '评论内容': '弱弱的问一下 麻城大广高速能来清理一个不'}
{'评论时间': '2024-02-04 23:17:22', 'IP属地': '湖北', '评论内容': '三年前疫情被骂，三年后冻雨被骂，这个视频能走出湖北吗'}
{'评论时间': '2024-02-04 20:52:37', 'IP属地': '重庆', '评论内容': '希望他们抢修的时候务必要保证自身的安全'}
{'评论时间': '2024-02-04 17:08:11', 'IP属地': '四川', '评论内容': '这头一回听说冻雨'}
{'评论时间': '2024-02-04 23:24:48', 'IP属地': '陕西', '评论内容': '都会好的，都会平安度过的'}
{'评论时间': '2024-02-04 20:46:54', 'IP属地': '湖南', '评论内容': '不许骂我老表！我老表也不想的，天灾谁来也挡不住，那些骂我老表的人小心你以后进不了祠堂吃不到香'}
{'评论时间': '2024-02-04 23:16:23', 'IP属地': '湖北', '评论内容': '是不是冻住了以后树枝又重而且又脆了，绿色的植物也一掰就断'}
{'评论时间': '2024-02-04 22:37:28', 'IP属地': '江苏', '评论内容': '我想问一下，湖北恩施出现冬雨了吗'}
{'评论时间': '2024-02-04 23:19:45', 'IP属地': '湖北', '评论内容': '这视频到底走出湖北没'}
{'评论时间': '2024-02-04 16:39:34', 'IP属地': '广东', '评论内容': '看到很多人在夸河南，骂湖北，也看到很多湖北老乡在为自己的家乡发声！河南做的很好，很赞同。湖北也在默默的清理积雪，争取高速铁路尽快通车，让大家早点回家过年！这是天灾，天灾无情人有情，很多车被困在高速，湖北老乡免费送去热水泡面，大家应该团结起来，为清理积雪的工作人员加油！我也是湖北人，我为湖北发声！祝各位都能平安顺利到家，也愿清理积雪的工作人员们平安顺利，你们辛苦了'}
{'评论时间': '2024-02-04 18:56:31', 'IP属地': '安徽', '评论内容': '唉 恶劣天气下 想回家的人心急如焚 抢修的工作人员也是顶着风雪冒着危险 相互体谅吧 希望每个人都能开开心心过个年'}
{'评论时间': '2024-02-04 19:17:46', 'IP属地': '湖北', '评论内容': '作为一个河南人，为湖北发声，希望大家理解一点，湖北不经常下雪，铲雪车少很正常，这次湖北下的是冻雨，和河南的雪不一样，雪好处理，冻雨难处理，希望大家理解。不要说末经他人苦，今天早上z286我坐这班车'}
{'评论时间': '2024-02-04 20:03:11', 'IP属地': '广东', '评论内容': '天哪，这种天气还是别出门了，好危险啊'}
{'评论时间': '2024-02-04 17:33:29', 'IP属地': '上海', '评论内容': '湖北这个倒霉地方'}
{'评论时间': '2024-02-04 23:37:08', 'IP属地': '湖南', '评论内容': '这就是冻雨 懂了么'}
{'评论时间': '2024-02-04 13:18:16', 'IP属地': '湖北', '评论内容': '湖北没有暖气'}
{'评论时间': '2024-02-04 23:10:27', 'IP属地': '四川', '评论内容': '又仿佛回到了08年暴雪的广州火车站'}
{'评论时间': '2024-02-04 20:32:52', 'IP属地': '湖北', '评论内容': '这是天灾 不许你们骂我的家'}
{'评论时间': '2024-02-04 18:41:59', 'IP属地': '湖北', '评论内容': '还会继续下冻雨的'}
{'评论时间': '2024-02-04 14:49:15', 'IP属地': '湖北', '评论内容': '到底是谁在骂啊 冻雨是自然灾害 骂湖北干什么'}
{'评论时间': '2024-02-04 22:21:21', 'IP属地': '湖北', '评论内容': '为什么要骂我们湖北呢'}
{'评论时间': '2024-02-04 23:29:50', 'IP属地': '湖南', '评论内容': '冻雨是什么'}
{'评论时间': '2024-02-04 23:25:28', 'IP属地': '北京', '评论内容': '我得上班上到除夕，买的高铁是晚上8点到家，真心希望不要停运或迟到，我真的很想回家吃年夜饭，一起过年'}
{'评论时间': '2024-02-04 18:01:45', 'IP属地': '湖北', '评论内容': '大半夜回家车被冻路上了'}
{'评论时间': '2024-02-04 20:14:16', 'IP属地': '湖北', '评论内容': '加油'}
{'评论时间': '2024-02-04 19:41:38', 'IP属地': '黑龙江', '评论内容': '黑吉辽蒙会比较常见冻雨，虽然我们会很乐观地应对，但是这个真的就是很严重的自然灾害啊，湖南加油'}
{'评论时间': '2024-02-04 18:36:21', 'IP属地': '湖北', '评论内容': '湖北下冰？因为湖北太高冷了吗？'}
{'评论时间': '2024-02-04 14:12:45', 'IP属地': '湖北', '评论内容': '天灾冻雨谁能阻挡，湖北是经的起考验的（1998年的洪水；2008年的雪灾冻雨；2000年的疫情3年之久；2024年的又是冻雨成冰）湖北加油'}
{'评论时间': '2024-02-04 14:17:08', 'IP属地': '福建', '评论内容': '明天就要到这里了'}
{'评论时间': '2024-02-04 22:46:32', 'IP属地': '湖北', '评论内容': '这冰灾要咋除？活了快40岁了不晓得怎么除冰啊？救命，家里还就个电烤炉烤火，但是又停电了，冷的要死，只想躺被窝里，可是被窝里哈气都冒烟'}
{'评论时间': '2024-02-04 20:38:56', 'IP属地': '湖南', '评论内容': '湖南也是冻雨'}
{'评论时间': '2024-02-04 14:54:34', 'IP属地': '湖南', '评论内容': '明晚去武汉玩，感觉g了'}
{'评论时间': '2024-02-04 21:27:00', 'IP属地': '湖北', '评论内容': '我昨天能回家真是万幸了'}
{'评论时间': '2024-02-04 21:12:27', 'IP属地': '湖北', '评论内容': '武汉江滩'}
{'评论时间': '2024-02-04 21:42:57', 'IP属地': '上海', '评论内容': '国家提供的基础设施，没的说，也不该被说一个字，包括高铁，包括教育，包括医疗，可能有人永远理解不了对穷人来说这些意味着什么'}
{'评论时间': '2024-02-04 18:36:08', 'IP属地': '湖南', '评论内容': '路上的树一片片倒'}
{'评论时间': '2024-02-04 19:31:09', 'IP属地': '湖北', '评论内容': '所有的湖北人辛苦啦'}
{'评论时间': '2024-02-04 21:25:10', 'IP属地': '北京', '评论内容': '外面这么冷，家里暖气挺暖和吧'}
{'评论时间': '2024-02-04 17:39:02', 'IP属地': '湖北', '评论内容': '别骂湖北'}
{'评论时间': '2024-02-04 11:31:10', 'IP属地': '湖北', '评论内容': '高速不除吗？12个小时了'}
{'评论时间': '2024-02-04 21:15:50', 'IP属地': '四川', '评论内容': '希望今年不会有人牺牲  大家都能平平安安回家过年'}
{'评论时间': '2024-02-04 07:53:06', 'IP属地': '山东', '评论内容': '简单给大家科普一下：第一：小雨小雪不怎么影响列车运行。第二：雨夹雪再遇上低温天气、或者冻雨天气对铁路运输影响较大。第三：钢轨其实受到的影响不大，最受影响的是接触网，所有的电力机车全是靠接触网供电的，遇有雨夹雪或冻雨，直接就在接触网上结冰了，电力机车取流不畅，接触网无法正常给电力机车提供电能，轻则是列车无法常速运行，重则烧损部件无法行驶。第四：铁路接触网是 27.5kV 高压电路，而且是裸露导线，距离较近就会放电伤人，就算是让铁路职工上线路打冰，也需要在接触网停电后进行打冰，上千公里的线路，应急抢修也需要时间的。他们比你们更不希望半夜三更冒着寒风出去打冰，但是天气属实不可控，也请理解他们。第五：为了应对恶劣天气，很多铁路单位全员上岗，全员值班，做好抢修应急，但抢修不是说话间就能抢通，也需要时间，也需要顺线路奔波，沿线抢修。第六：铁路对不起的是他的职工，但绝对拼尽全力对得起旅客。互相理解吧，衷心祝愿各位旅途平安，安全是第一位。'}
{'评论时间': '2024-02-04 14:52:29', 'IP属地': '湖南', '评论内容': '还是那句话，湖南湖北几年下一次雪，今年这种天气更是十几年一遇，骂人的你最好给自己积点德'}
{'评论时间': '2024-02-04 18:19:32', 'IP属地': '江西', '评论内容': '不准骂我老表'}
{'评论时间': '2024-02-04 19:24:29', 'IP属地': '湖北', '评论内容': '2号晚上十一点多第一次见比手臂粗的树干因为树叶上的冰太重而折断，3号晚上凌晨四点看到一路的树都因为这个原因折断了不少，凌晨四点多开始停电下雪，我们这里的电路工凌晨出来抢修电路，冒着大雪还有厚厚的冰他们两个小时不到给电路修复了。所以为什么天灾要说我们湖北不作为'}
{'评论时间': '2024-02-04 07:05:45', 'IP属地': '安徽', '评论内容': '是不是冻雨我江西还好没下冻雨'}
{'评论时间': '2024-02-04 18:39:13', 'IP属地': '江苏', '评论内容': '比起贵州毕节一带，是年年都如此。冬天一到，冻雨的家乡'}
{'评论时间': '2024-02-04 00:08:47', 'IP属地': '新疆', '评论内容': '除了下雪，还有冻，确实难搞'}
{'评论时间': '2024-02-04 19:33:39', 'IP属地': '湖北', '评论内容': '不是？天气原因为啥骂湖北啊？'}
{'评论时间': '2024-02-04 18:04:22', 'IP属地': '湖北', '评论内容': '堵在武汉这里走不动'}
{'评论时间': '2024-02-04 14:57:48', 'IP属地': '湖北', '评论内容': '昨天拍的树'}
{'评论时间': '2024-02-04 22:29:15', 'IP属地': '湖北', '评论内容': '为什么要骂湖北啊，这是天灾啊……这是我们湖北人能决定的吗？'}
{'评论时间': '2024-02-04 18:24:37', 'IP属地': '江西', '评论内容': '到底是誰在骂？？！！天灾为啥骂铁路！'}
{'评论时间': '2024-02-04 21:56:09', 'IP属地': '湖南', '评论内容': '辛苦了'}
{'评论时间': '2024-02-04 11:52:01', 'IP属地': '湖北', '评论内容': '早上鸟鸟 鸟地上就变成冰了'}
{'评论时间': '2024-02-04 20:55:51', 'IP属地': '湖北', '评论内容': '我就问哪边下冻雨能把百年大树压垮'}
{'评论时间': '2024-02-04 22:25:13', 'IP属地': '贵州', '评论内容': '听说过冻梨，第一次听冻雨'}
{'评论时间': '2024-02-04 22:47:42', 'IP属地': '江西', '评论内容': '怎么又是湖北宝宝啊，才从疫情里艰难地走出来'}
{'评论时间': '2024-02-04 17:38:49', 'IP属地': '湖北', '评论内容': '湖北树都压断了 '}
{'评论时间': '2024-02-04 13:21:15', 'IP属地': '湖北', '评论内容': '所以北方的树，提前都落叶了！'}
{'评论时间': '2024-02-04 17:44:48', 'IP属地': '湖南', '评论内容': '湖南常德也下了'}
{'评论时间': '2024-02-04 18:18:37', 'IP属地': '湖南', '评论内容': '湖南也下了'}
{'评论时间': '2024-02-04 20:12:54', 'IP属地': '广东', '评论内容': '湖南呢 我们湘湘是暴雪中心啊 我们家大棚已经被雪压垮了 我记得08年 我才四岁 一整个被埋进雪里面 作为一个南方人 我确实不喜欢下雪 哦对了 湘湘的冻雨也很严重'}
